x_m,y_m,z_m,temperature_K
0.28476849,0.283447278,0.00499999989,318.668718
0.285275998,0.2827651,0.00499999989,318.607546
0.308056685,0.251159384,0.00499999989,316.042745
0.307975065,0.250550794,0.00499999989,316.062755
0.29415305,0.268682512,0.00499999989,316.975772
0.296440809,0.276512171,0.00499999989,317.971814
0.304577388,0.252867844,0.00499999989,316.090869
0.274270078,0.294055598,0.00499999989,319.53207
0.273873633,0.29422085,0.00499999989,319.554148
0.283575589,0.282923877,0.00499999989,318.575587
0.289600985,0.278595641,0.00499999989,318.203367
0.293357224,0.270635043,0.00499999989,317.315847
0.298575907,0.259672771,0.00499999989,315.831826
0.30366697,0.252710636,0.00499999989,316.144926
0.303501099,0.252790345,0.00499999989,316.144926
0.312854383,0.242730903,0.00499999989,315.770458
0.269092942,0.309152547,0.00499999989,320.363342
0.275058435,0.292431927,0.00499999989,319.341201
0.275185029,0.292078058,0.00499999989,319.323427
0.283246756,0.282234514,0.00499999989,318.541927
0.285691083,0.280462994,0.00499999989,318.399521
0.290730316,0.277748299,0.00499999989,318.121133
0.306901696,0.250378284,0.00499999989,316.141087
0.300834671,0.255491521,0.00499999989,316.025535
0.267578666,0.309023726,0.00499999989,320.326316
0.282710443,0.281931083,0.00499999989,318.511328
0.279365023,0.285589022,0.00499999989,318.764753
0.287874678,0.278155838,0.00499999989,318.196298
0.292738551,0.27180746,0.00499999989,317.497545
0.292662204,0.268043342,0.00499999989,316.925273
0.266386185,0.301577359,0.00499999989,319.960863
0.274572848,0.290475117,0.00499999989,319.069983
0.280625467,0.284106165,0.00499999989,318.650391
0.27533249,0.289326172,0.00499999989,318.950492
0.289289742,0.276535129,0.00499999989,318.039813
0.268892352,0.297420598,0.00499999989,319.629204
0.298441393,0.256622535,0.00499999989,315.947836
0.267877868,0.298463888,0.00499999989,319.695378
0.273460173,0.291393794,0.00499999989,319.083506
0.278802343,0.284914186,0.00499999989,318.68562
